participant_id,treat,age_months,female,kindergarten,teacher_id,school_id,private_school,title1,free_reduced_lunch,state,esl_observed,special_ed_observed,new_student,distracted_a1,distracted_a2,distracted_ppvt,score_a1,invalid_a1,score_a2,invalid_a2,score_ppvt,score_ppvt_age,invalid_ppvt,t_logins_april,t_logins_total,t_weeks_used,t_words_learned,t_financial_struggle,t_misbehavior,t_years_experience,score_pct_change
57969,1,61,1,0,23,4,1,0,0,2,0,0,0,0,0,0,26,NA,31,0,93,110,0,29,150,22,3,6,3,30,19.230769230769234
64890,1,57,1,0,23,4,1,0,0,2,0,0,0,1,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71805,1,58,1,0,23,4,1,0,0,2,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77615,1,59,0,0,23,4,1,0,0,2,0,0,0,0,NA,NA,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88131,1,66,1,0,23,4,1,0,0,2,0,0,0,0,0,1,32,NA,34,0,132,133,0,29,150,22,3,6,3,30,6.25
91767,1,68,0,0,23,4,1,0,0,2,0,0,0,0,0,0,33,NA,30,0,109,113,0,29,150,22,3,6,3,30,-9.090909090909092
322,0,51,1,0,11,5,0,0,41,2,0,0,0,0,3,2,21,NA,24,0,85,98,0,NA,NA,NA,NA,17,1,6,14.285714285714285
323,0,45,1,0,11,5,0,0,41,2,0,0,0,0,2,2,13,NA,15,0,NA,49,1,NA,NA,NA,NA,17,1,6,15.384615384615385
324,0,48,1,0,11,5,0,0,41,2,0,0,0,1,0,0,14,NA,25,0,58,80,0,NA,NA,NA,NA,17,1,6,78.57142857142857
325,0,56,0,0,11,5,0,0,41,2,0,0,0,0,0,0,23,NA,28,0,115,119,0,NA,NA,NA,NA,17,1,6,21.73913043478261
326,0,45,0,0,11,5,0,0,41,2,0,0,0,0,0,1,28,NA,23,0,62,82,0,NA,NA,NA,NA,17,1,6,-17.857142857142858
327,0,103,0,0,11,5,0,0,41,2,0,1,1,3,NA,NA,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,0,56,1,0,11,5,0,0,41,2,0,0,0,0,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,0,50,0,0,11,5,0,0,41,2,0,0,0,1,1,1,22,NA,23,0,80,94,0,NA,NA,NA,NA,17,1,6,4.545454545454546
330,0,50,1,0,11,5,0,0,41,2,0,0,0,0,1,1,22,NA,22,0,75,90,0,NA,NA,NA,NA,17,1,6,0
11977,0,61,0,0,31,5,0,0,41,2,0,0,0,0,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17481,0,60,1,0,31,5,0,0,41,2,0,0,0,0,0,0,27,NA,25,0,99,114,0,NA,NA,NA,NA,NA,NA,NA,-7.4074074074074066
22333,0,51,1,0,31,5,0,0,41,2,0,0,0,1,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32879,0,59,0,0,31,5,0,0,41,2,0,0,0,0,0,1,24,NA,24,0,107,122,0,NA,NA,NA,NA,NA,NA,NA,0
55853,0,59,0,0,31,5,0,0,41,2,0,0,0,0,0,0,28,NA,32,0,107,120,0,NA,NA,NA,NA,NA,NA,NA,14.285714285714285
65624,0,51,1,0,31,5,0,0,41,2,0,0,0,0,0,0,15,NA,21,0,60,83,0,NA,NA,NA,NA,NA,NA,NA,40
66632,0,63,1,0,31,5,0,0,41,2,0,0,0,1,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99534,0,63,1,0,31,5,0,0,41,2,0,0,0,0,0,1,27,NA,25,0,89,105,0,NA,NA,NA,NA,NA,NA,NA,-7.4074074074074066
319,1,52,0,0,32,6,0,1,89,2,0,0,0,2,0,0,22,NA,20,0,54,89,0,13,154,NA,NA,NA,NA,NA,-9.090909090909092
14685,1,64,1,0,32,6,0,1,89,2,0,0,0,0,0,0,23,NA,18,0,NA,32,1,13,154,NA,NA,NA,NA,NA,-21.73913043478261
17113,1,67,1,0,32,6,0,1,89,2,1,0,0,0,0,0,19,NA,15,0,68,86,0,13,154,NA,NA,NA,NA,NA,-21.052631578947366
22541,1,52,1,0,32,6,0,1,89,2,0,0,0,0,0,0,27,NA,26,0,87,116,0,13,154,NA,NA,NA,NA,NA,-3.7037037037037033
27811,1,62,1,0,32,6,0,1,89,2,1,0,0,0,0,0,15,NA,15,0,54,80,0,13,154,NA,NA,NA,NA,NA,0
39865,1,63,1,0,32,6,0,1,89,2,0,0,0,0,NA,0,12,NA,NA,0,51,78,0,NA,NA,NA,NA,NA,NA,NA,NA
45275,1,58,1,0,32,6,0,1,89,2,1,0,0,0,0,0,14,NA,16,1,27,62,1,NA,NA,NA,NA,NA,NA,NA,14.285714285714285
66629,1,61,1,0,32,6,0,1,89,2,0,0,0,0,3,3,29,NA,31,0,118,129,0,13,154,NA,NA,NA,NA,NA,6.896551724137931
76094,1,65,1,0,32,6,0,1,89,2,1,0,0,0,0,0,28,NA,21,0,71,89,0,13,154,NA,NA,NA,NA,NA,-25
77446,1,62,0,0,32,6,0,1,89,2,1,0,0,1,0,0,13,NA,17,0,33,64,0,13,154,NA,NA,NA,NA,NA,30.76923076923077
81201,1,68,1,0,32,6,0,1,89,2,1,0,0,0,0,0,19,NA,21,0,46,71,0,13,154,NA,NA,NA,NA,NA,10.526315789473683
84752,1,65,0,0,32,6,0,1,89,2,1,0,0,0,0,NA,17,NA,19,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,11.76470588235294
88977,1,60,0,0,32,6,0,1,89,2,1,0,0,0,0,2,27,NA,26,0,73,96,0,13,154,NA,NA,NA,NA,NA,-3.7037037037037033
96310,1,69,1,0,32,6,0,1,89,2,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96721,1,68,0,0,32,6,0,1,89,2,1,0,0,0,0,0,26,NA,23,0,66,83,0,13,154,NA,NA,NA,NA,NA,-11.538461538461538
505,1,59,1,0,15,7,0,1,63,3,1,0,0,0,0,0,19,NA,27,0,92,111,0,33,147,NA,NA,0,2,21,42.10526315789473
506,1,63,0,0,15,7,0,1,63,3,0,0,0,1,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,1,62,1,0,15,7,0,1,63,3,0,0,0,0,0,0,24,NA,28,0,104,115,0,33,147,NA,NA,0,2,21,16.666666666666664
508,1,63,0,0,21,7,0,1,63,3,1,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,1,65,1,0,21,7,0,1,63,3,1,0,0,0,0,0,22,NA,23,0,79,96,0,19,131,NA,NA,0,2,12,4.545454545454546
510,1,66,0,0,21,7,0,1,63,3,1,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,1,81,0,1,29,7,0,1,63,3,0,0,0,0,NA,NA,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,1,74,1,1,29,7,0,1,63,3,0,0,0,0,0,0,31,NA,30,0,135,128,0,32,163,10,2,10,3,1,-3.225806451612903
520,1,73,1,1,29,7,0,1,63,3,0,0,0,0,0,0,34,NA,36,0,119,116,0,32,163,10,2,10,3,1,5.88235294117647
521,1,70,0,1,29,7,0,1,63,3,0,0,0,0,0,0,27,NA,32,0,108,110,0,32,163,10,2,10,3,1,18.51851851851852
522,1,75,0,1,29,7,0,1,63,3,0,0,0,0,0,0,29,NA,27,0,119,116,0,32,163,10,2,10,3,1,-6.896551724137931
515,1,69,1,0,30,7,0,1,63,3,0,0,0,0,0,0,27,NA,30,0,104,107,0,33,147,NA,NA,83,1,13,11.11111111111111
516,1,65,0,0,30,7,0,1,63,3,0,0,0,0,0,0,20,NA,18,0,70,88,0,33,147,NA,NA,83,1,13,-10
517,1,67,1,0,30,7,0,1,63,3,0,0,0,0,0,0,19,NA,19,0,71,88,0,33,147,NA,NA,83,1,13,0
511,1,61,1,0,55,7,0,1,63,3,1,0,0,0,0,0,27,NA,23,0,86,105,0,19,131,NA,NA,100,2,15,-14.814814814814813
512,1,68,0,0,55,7,0,1,63,3,1,0,0,0,0,0,22,NA,17,0,79,91,0,19,131,NA,NA,100,2,15,-22.727272727272727
513,1,69,1,0,55,7,0,1,63,3,1,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,1,68,0,0,55,7,0,1,63,3,1,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,73,1,1,46,8,0,1,94,3,0,0,0,1,0,0,19,NA,25,0,77,87,0,20,108,3,NA,50,3,6,31.57894736842105
201,1,81,0,1,46,8,0,1,94,3,0,0,0,1,0,0,20,NA,26,0,61,71,0,20,108,3,NA,50,3,6,30
203,1,78,0,1,46,8,0,1,94,3,0,0,0,0,0,0,28,NA,31,0,111,104,0,20,108,3,NA,50,3,6,10.714285714285714
204,1,78,1,1,46,8,0,1,94,3,0,0,0,0,0,0,23,NA,26,0,103,99,0,20,108,3,NA,50,3,6,13.043478260869565
205,1,67,1,1,46,8,0,1,94,3,0,0,0,0,0,0,23,NA,27,0,100,109,0,20,108,3,NA,50,3,6,17.391304347826086
206,1,76,1,1,46,8,0,1,94,3,0,0,0,0,0,0,26,NA,25,0,103,101,0,20,108,3,NA,50,3,6,-3.8461538461538463
207,1,78,0,1,46,8,0,1,94,3,0,0,0,1,0,0,25,NA,24,0,84,86,0,20,108,3,NA,50,3,6,-4
208,1,76,0,1,46,8,0,1,94,3,0,0,0,0,0,0,21,NA,26,0,75,82,0,20,108,3,NA,50,3,6,23.809523809523807
209,1,83,0,1,46,8,0,1,94,3,0,0,1,0,0,NA,33,NA,30,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,-9.090909090909092
210,1,81,1,1,46,8,0,1,94,3,0,0,0,0,0,0,18,NA,24,0,57,71,0,20,108,3,NA,50,3,6,33.33333333333333
211,1,78,1,1,46,8,0,1,94,3,0,0,0,NA,0,NA,24,NA,28,0,107,101,0,20,108,3,NA,50,3,6,16.666666666666664
212,1,80,1,1,46,8,0,1,94,3,0,0,0,0,0,NA,27,NA,26,0,107,99,0,20,108,3,NA,50,3,6,-3.7037037037037033
213,1,75,1,1,46,8,0,1,94,3,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,70,0,1,46,8,0,1,94,3,0,0,0,0,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10710,1,53,1,0,3,9,0,0,77,2,0,0,0,0,NA,NA,23,NA,NA,0,72,103,0,NA,NA,NA,NA,NA,NA,NA,NA
17540,1,65,0,0,3,9,0,0,77,2,0,0,0,2,1,NA,25,NA,29,0,82,98,0,1,42,19,2,50,1,15,16
18290,1,46,1,0,3,9,0,0,77,2,0,0,0,0,0,NA,16,NA,15,0,50,94,0,1,42,19,2,50,1,15,-6.25
44484,1,68,0,0,3,9,0,0,77,2,0,0,0,0,0,0,18,NA,23,0,57,78,0,1,42,19,2,50,1,15,27.77777777777778
55876,1,52,0,0,3,9,0,0,77,2,0,0,0,0,0,0,14,NA,25,0,58,92,0,1,42,19,2,50,1,15,78.57142857142857
62321,1,60,1,0,3,9,0,0,77,2,0,0,0,1,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65576,1,68,0,0,3,9,0,0,77,2,0,0,0,0,0,1,20,NA,17,0,57,78,0,1,42,19,2,50,1,15,-15
67117,1,68,0,0,3,9,0,0,77,2,0,0,0,1,1,1,22,NA,27,0,69,85,0,1,42,19,2,50,1,15,22.727272727272727
96992,1,62,1,0,3,9,0,0,77,2,0,0,0,0,1,1,15,NA,21,0,68,89,0,1,42,19,2,50,1,15,40
97010,1,50,0,0,3,9,0,0,77,2,0,0,0,0,0,0,22,NA,20,0,70,104,0,1,42,19,2,50,1,15,-9.090909090909092
99997,1,56,1,0,3,9,0,0,77,2,0,0,0,0,1,0,23,NA,21,0,73,100,0,1,42,19,2,50,1,15,-8.695652173913043
31286,1,51,1,0,43,9,0,0,77,2,0,0,0,1,NA,NA,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55218,1,61,0,0,43,9,0,0,77,2,0,0,0,0,0,0,17,NA,23,0,56,83,0,1,112,20,2,74,1.5,4,35.294117647058826
62182,1,49,0,0,43,9,0,0,77,2,0,0,0,0,1,0,18,NA,19,0,59,98,0,1,112,20,2,74,1.5,4,5.555555555555555
78441,1,62,1,0,43,9,0,0,77,2,0,0,0,0,0,0,10,NA,11,0,45,74,0,1,112,20,2,74,1.5,4,10
90247,1,64,0,0,43,9,0,0,77,2,0,0,0,NA,0,0,19,NA,16,0,35,64,0,1,112,20,2,74,1.5,4,-15.789473684210526
14031,1,51,0,0,59,10,0,1,93,2,0,1,0,3,0,0,9,NA,11,0,29,72,0,0,21,NA,NA,NA,1,11,22.22222222222222
18000,1,66,1,0,59,10,0,1,93,2,1,0,0,2,0,0,13,NA,13,0,35,64,0,0,21,NA,NA,NA,1,11,0
23588,1,67,0,0,59,10,0,1,93,2,1,1,0,1,NA,0,12,NA,18,0,43,70,0,0,21,NA,NA,NA,1,11,50
24926,1,51,0,0,59,10,0,1,93,2,0,0,0,1,3,3,18,NA,18,0,NA,59,1,0,21,NA,NA,NA,1,11,0
26258,1,65,1,0,59,10,0,1,93,2,1,0,0,0,NA,1,13,NA,11,0,42,70,0,0,21,NA,NA,NA,1,11,-15.384615384615385
27876,1,67,0,0,59,10,0,1,93,2,1,1,0,1,0,0,22,NA,18,0,63,83,0,0,21,NA,NA,NA,1,11,-18.181818181818183
36215,1,59,1,0,59,10,0,1,93,2,1,0,0,1,0,0,20,NA,16,0,75,99,0,0,21,NA,NA,NA,1,11,-20
37389,1,47,1,0,59,10,0,1,93,2,1,1,0,2,3,3,17,NA,13,0,41,88,0,0,21,NA,NA,NA,1,11,-23.52941176470588
41638,1,58,0,0,59,10,0,1,93,2,0,0,0,1,0,0,15,NA,22,0,63,89,0,0,21,NA,NA,NA,1,11,46.666666666666664
43513,1,61,1,0,59,10,0,1,93,2,0,0,0,1,0,1,24,NA,19,0,68,91,0,0,21,NA,NA,NA,1,11,-20.833333333333336
51372,1,59,0,0,59,10,0,1,93,2,1,1,0,1,2,0,13,NA,14,0,33,67,0,0,21,NA,NA,NA,1,11,7.6923076923076925
54418,1,62,0,0,59,10,0,1,93,2,0,0,0,0,0,0,16,NA,15,0,21,54,0,0,21,NA,NA,NA,1,11,-6.25
69150,1,64,1,0,59,10,0,1,93,2,1,0,0,NA,0,0,22,NA,23,0,65,86,0,0,21,NA,NA,NA,1,11,4.545454545454546
69620,1,67,1,0,59,10,0,1,93,2,0,0,0,2,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72981,1,68,0,0,59,10,0,1,93,2,0,0,0,NA,0,3,23,NA,22,0,98,105,0,0,21,NA,NA,NA,1,11,-4.3478260869565215
77738,1,52,1,0,59,10,0,1,93,2,0,0,0,1,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78107,1,56,0,0,59,10,0,1,93,2,1,0,0,3,0,0,10,NA,14,0,20,56,0,0,21,NA,NA,NA,1,11,40
79513,1,66,0,0,59,10,0,1,93,2,1,0,0,1,NA,0,17,NA,16,0,52,76,0,0,21,NA,NA,NA,1,11,-5.88235294117647
80354,1,67,0,0,59,10,0,1,93,2,1,0,0,0,0,0,20,NA,19,0,55,77,0,0,21,NA,NA,NA,1,11,-5
12515,1,52,1,0,13,11,0,0,20,2,0,0,0,2,1,3,18,NA,23,0,66,98,0,11,95,15,3,0,1.5,8,27.77777777777778
19113,1,65,1,0,13,11,0,0,20,2,0,0,0,0,0,0,29,NA,32,0,93,106,0,11,95,15,3,0,1.5,8,10.344827586206897
23265,1,64,1,0,13,11,0,0,20,2,0,0,0,1,0,0,20,NA,21,0,84,100,0,11,95,15,3,0,1.5,8,5
23842,1,67,1,0,13,11,0,0,20,2,0,0,0,0,1,3,28,NA,19,0,75,90,0,11,95,15,3,0,1.5,8,-32.142857142857146
31822,1,53,0,0,13,11,0,0,20,2,0,0,0,1,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59619,1,66,0,0,13,11,0,0,20,2,0,0,0,0,0,0,29,NA,28,0,89,101,0,11,95,15,3,0,1.5,8,-3.4482758620689653
73477,1,69,0,0,13,11,0,0,20,2,0,0,0,0,0,0,32,NA,31,0,114,116,0,11,95,15,3,0,1.5,8,-3.125
74278,1,67,0,0,13,11,0,0,20,2,0,1,0,1,1,1,21,NA,27,0,80,94,0,11,95,15,3,0,1.5,8,28.57142857142857
